Migrating to Setup (1)
Migrating to AddMissingIndexesToCustomValues (20091017214519)
Migrating to AddMissingIndexesToJournals (20091017214611)
Migrating to AddMissingIndexesToIssueRelations (20091017214644)
Migrating to AddMissingIndexesToWikiRedirects (20091017214720)
Migrating to AddMissingIndexesToCustomFieldsTrackers (20091017214750)
Migrating to AddActivityIndexes (20091025163651)
Migrating to AddVersionsStatus (20091108092559)
Migrating to AddViewIssuesPermission (20091114105931)
Migrating to AddDefaultDoneRatioToIssueStatus (20091123212029)
Migrating to AddVersionsSharing (20091205124427)
Migrating to AddLftAndRgtIndexesToProjects (20091220183509)
Migrating to AddIndexToSettingsName (20091220183727)
Migrating to AddIndexesToIssueStatus (20091220184736)
Migrating to RemoveEnumerationsOpt (20091225164732)
Migrating to ChangeWikiContentsTextLimit (20091227112908)
Migrating to ChangeUsersMailNotificationToString (20100129193402)
Migrating to UpdateMailNotificationValues (20100129193813)
Migrating to AddIndexOnChangesetsScmid (20100221100219)
Migrating to AddIssuesNestedSetsColumns (20100313132032)
Migrating to AddIndexOnIssuesNestedSet (20100313171051)
Migrating to ChangeChangesPathLengthLimit (20100705164950)
Migrating to EnableCalendarAndGanttModulesWhereAppropriate (20100819172912)
Migrating to AddUniqueIndexOnMembers (20101104182107)
Migrating to AddCustomFieldsVisible (20101107130441)
Migrating to ChangeProjectsNameLimit (20101114115114)
Migrating to ChangeProjectsIdentifierLimit (20101114115359)
Migrating to AddWorkflowsAssigneeAndAuthor (20110220160626)
Migrating to AddUsersSalt (20110223180944)
Migrating to SaltUserPasswords (20110223180953)
Migrating to AddRepositoriesPathEncoding (20110224000000)
Migrating to ChangeRepositoriesPasswordLimit (20110226120112)
Migrating to ChangeAuthSourcesAccountPasswordLimit (20110226120132)
Migrating to ChangeJournalDetailsValuesToText (20110227125750)
Migrating to AddRepositoriesLogEncoding (20110228000000)
Migrating to CopyRepositoriesLogEncoding (20110228000100)
Migrating to AddIndexToUsersType (20110401192910)
Migrating to AddRolesIssuesVisibility (20110408103312)
Migrating to AddIssuesIsPrivate (20110412065600)
Migrating to AddRepositoriesExtraInfo (20110511000000)
Migrating to CreateChangesetParents (20110902000000)
Migrating to AddUniqueIndexToIssueRelations (20111201201315)
Migrating to AddRepositoriesIdentifier (20120115143024)
Migrating to AddRepositoriesIsDefault (20120115143100)
Migrating to SetDefaultRepositories (20120115143126)
Migrating to AddCustomFieldsMultiple (20120127174243)
Migrating to ChangeUsersLoginLimit (20120205111326)
Migrating to ChangeAttachmentsContainerDefaults (20120223110929)
Migrating to AddAuthSourcesFilter (20120301153455)
Migrating to ChangeRepositoriesToFullSti (20120422150750)
Migrating to AddTrackersFieldsBits (20120705074331)
Migrating to AddAuthSourcesTimeout (20120707064544)
Migrating to AddWorkflowsType (20120714122000)
Migrating to UpdateWorkflowsToSti (20120714122100)
Migrating to AddWorkflowsRuleFields (20120714122200)
Migrating to AddBoardsParentId (20120731164049)
Migrating to AddJournalsPrivateNotes (20120930112914)
Migrating to AddEnumerationsPositionName (20121026002032)
Migrating to PopulateEnumerationsPositionName (20121026003537)
Migrating to AddQueriesType (20121209123234)
Migrating to UpdateQueriesToSti (20121209123358)
Migrating to AddAttachmentsDiskDirectory (20121213084931)
Migrating to SplitDocumentsPermissions (20130110122628)
Migrating to AddUniqueIndexOnTokensValue (20130201184705)
Migrating to AddProjectsInheritMembers (20130202090625)
Migrating to AddUniqueIndexOnCustomFieldsTrackers (20130207175206)
Migrating to AddUniqueIndexOnCustomFieldsProjects (20130207181455)
Migrating to ChangeUsersLastnameLengthTo255 (20130215073721)
Migrating to AddIssuesClosedOn (20130215111127)
Migrating to PopulateIssuesClosedOn (20130215111141)
Migrating to RemoveIssuesDefaultFkValues (20130217094251)
Migrating to CreateQueriesRoles (20130602092539)
Migrating to AddQueriesVisibility (20130710182539)
Migrating to CreateCustomFieldsRoles (20130713104233)
Migrating to AddQueriesOptions (20130713111657)
Migrating to AddUsersMustChangePasswd (20130729070143)
Migrating to RemoveEolsFromAttachmentsFilename (20130911193200)
Migrating to SupportForMultipleCommitKeywords (20131004113137)
Migrating to AddRepositoriesCreatedOn (20131005100610)
Migrating to AddCustomFieldsFormatStore (20131124175346)
Migrating to AddCustomFieldsDescription (20131210180802)
Migrating to RemoveCustomFieldsMinMaxLengthDefaultValues (20131214094309)
Migrating to StoreRelationTypeInJournalDetails (20131215104612)
Migrating to DeleteOrphanTimeEntriesCustomValues (20131218183023)
Migrating to ChangeChangesetsCommentsLimit (20140228130325)
Migrating to AddPasswordChangedAtToUser (20140903143914)
Migrating to InsertBuiltinGroups (20140920094058)
Migrating to AddTrackersDefaultStatusId (20141029181752)
Migrating to RemoveIssueStatusesIsDefault (20141029181824)
Migrating to AddRolesUsersVisibility (20141109112308)
Migrating to AddWikiRedirectsRedirectsToWikiId (20141122124142)
Migrating to CreateEmailAddresses (20150113194759)
Migrating to PopulateEmailAddresses (20150113211532)
Migrating to RemoveUsersMail (20150113213922)
Migrating to AddEmailAddressesUserIdIndex (20150113213955)
Migrating to ReplaceMoveIssuesPermission (20150208105930)
Migrating to ChangeDocumentsTitleLimit (20150510083747)
Migrating to ClearEstimatedHoursOnParentIssues (20150525103953)
Migrating to AddRolesTimeEntriesVisibility (20150526183158)
Migrating to AddRolesAllRolesManaged (20150528084820)
Migrating to CreateRolesManagedRoles (20150528092912)
Migrating to AddUniqueIndexOnRolesManagedRoles (20150528093249)
Migrating to InsertAllowedStatusesForNewIssues (20150725112753)
Migrating to CreateImports (20150730122707)
Migrating to CreateImportItems (20150730122735)
Migrating to ChangeTimeEntriesCommentsLimitTo1024 (20150921204850)
Migrating to ChangeWikiContentsCommentsLimitTo1024 (20150921210243)
Migrating to ChangeAttachmentsFilesizeLimitTo8 (20151020182334)
Migrating to FixCommaInUserFormatSettingValue (20151020182731)
Migrating to ChangeIssueCategoriesNameLimitTo60 (20151021184614)
Migrating to ChangeAuthSourcesFilterToText (20151021185456)
Migrating to ChangeUserPreferencesHideMailDefaultToTrue (20151021190616)
Migrating to AddTokensUpdatedOn (20151024082034)
Migrating to CreateCustomFieldEnumerations (20151025072118)
Migrating to AddProjectsDefaultVersionId (20151031095005)
Started GET "/" for 10.2.201.10 at 2016-05-10 12:41:29 -0400
Processing by WelcomeController#index as HTML
WARNING: Can't mass-assign protected attributes for AnonymousUser: login
	app/models/user.rb:746:in `anonymous'
	app/models/user.rb:738:in `current'
	app/controllers/application_controller.rb:93:in `user_setup'
  Current user: anonymous
  Rendered welcome/index.html.erb within layouts/base (103.9ms)
Completed 200 OK in 1001ms (Views: 672.0ms | ActiveRecord: 25.7ms)
Started GET "/login" for 10.2.201.10 at 2016-05-10 12:41:46 -0400
Processing by AccountController#login as HTML
  Current user: anonymous
  Rendered account/login.html.erb within layouts/base (6.2ms)
Completed 200 OK in 44ms (Views: 32.7ms | ActiveRecord: 2.7ms)
Started POST "/login" for 10.2.201.10 at 2016-05-10 12:41:57 -0400
Processing by AccountController#login as HTML
  Parameters: {"utf8"=>"✓", "authenticity_token"=>"UvLPNnjOExrRDXqoyaL7A37TiSZWkVK6y91tErUD+B5C17wdK2dI5MI+ndATNVz3fGKMQCg/lE5ciiLe0OXISw==", "back_url"=>"http://10.97.16.103/", "username"=>"admin", "password"=>"[FILTERED]", "login"=>"Acceder »"}
  Current user: anonymous
Successful authentication for 'admin' from 10.2.201.10 at 2016-05-10 16:41:57 UTC
Redirected to http://10.97.16.103/
Completed 302 Found in 148ms (ActiveRecord: 108.0ms)
Started GET "/" for 10.2.201.10 at 2016-05-10 12:41:57 -0400
Processing by WelcomeController#index as HTML
  Current user: admin (id=1)
  Rendered welcome/index.html.erb within layouts/base (33.7ms)
Completed 200 OK in 142ms (Views: 38.7ms | ActiveRecord: 35.8ms)
Started GET "/admin" for 10.2.201.10 at 2016-05-10 12:42:03 -0400
Processing by AdminController#index as HTML
  Current user: admin (id=1)
  Rendered admin/_no_data.html.erb (2247.8ms)
  Rendered admin/_menu.html.erb (3.8ms)
  Rendered admin/index.html.erb within layouts/admin (2274.3ms)
  Rendered layouts/base.html.erb (13.2ms)
Completed 200 OK in 2351ms (Views: 2312.8ms | ActiveRecord: 14.1ms)
Started POST "/admin/default_configuration" for 10.2.201.10 at 2016-05-10 12:43:15 -0400
Processing by AdminController#default_configuration as HTML
  Parameters: {"utf8"=>"✓", "authenticity_token"=>"2sp1n60YYNYL8dZ7USRhaaNlaoxBFLOsx0w6tDbAClE0uh/IJn2Qf8A12zpi8sfBQEqAmThCc/XhwBP15LVb9Q==", "lang"=>"es", "commit"=>"Cargar la configuración por defecto"}
  Current user: admin (id=1)
Redirected to http://10.97.16.103/admin
Completed 302 Found in 886ms (ActiveRecord: 309.3ms)
Started GET "/admin" for 10.2.201.10 at 2016-05-10 12:43:16 -0400
Processing by AdminController#index as HTML
  Current user: admin (id=1)
  Rendered admin/_menu.html.erb (4.1ms)
  Rendered admin/index.html.erb within layouts/admin (4.5ms)
  Rendered layouts/base.html.erb (10.3ms)
Completed 200 OK in 27ms (Views: 15.3ms | ActiveRecord: 6.2ms)
Started GET "/" for 10.2.201.10 at 2016-05-10 12:59:19 -0400
Processing by WelcomeController#index as HTML
  Current user: anonymous
  Rendered welcome/index.html.erb within layouts/base (3.1ms)
Completed 200 OK in 33ms (Views: 19.5ms | ActiveRecord: 4.4ms)
Started GET "/login" for 10.2.201.10 at 2016-05-10 12:59:47 -0400
Processing by AccountController#login as HTML
  Current user: anonymous
  Rendered account/login.html.erb within layouts/base (2.1ms)
Completed 200 OK in 21ms (Views: 14.8ms | ActiveRecord: 1.2ms)
Started GET "/users" for 10.2.201.10 at 2016-05-10 13:00:47 -0400
Processing by UsersController#index as HTML
  Current user: admin (id=1)
  Rendered users/index.html.erb within layouts/admin (15.4ms)
  Rendered admin/_menu.html.erb (3.9ms)
  Rendered layouts/base.html.erb (7.2ms)
Completed 200 OK in 156ms (Views: 40.3ms | ActiveRecord: 13.3ms)
Started GET "/" for 10.2.201.10 at 2016-05-10 13:03:10 -0400
Processing by WelcomeController#index as HTML
  Current user: anonymous
  Rendered welcome/index.html.erb within layouts/base (1.6ms)
Completed 200 OK in 21ms (Views: 10.5ms | ActiveRecord: 3.3ms)
Started GET "/" for 10.2.201.10 at 2016-05-10 13:05:18 -0400
Processing by WelcomeController#index as HTML
  Current user: anonymous
  Rendered welcome/index.html.erb within layouts/base (1.1ms)
Completed 200 OK in 19ms (Views: 8.5ms | ActiveRecord: 2.4ms)
Started GET "/" for 10.2.201.10 at 2016-05-10 13:10:07 -0400
Processing by WelcomeController#index as HTML
  Current user: admin (id=1)
  Rendered welcome/index.html.erb within layouts/base (3.3ms)
Completed 200 OK in 98ms (Views: 14.7ms | ActiveRecord: 76.4ms)
Started GET "/" for 10.2.201.10 at 2016-05-10 14:42:05 -0400
Processing by WelcomeController#index as HTML
  Current user: anonymous
  Rendered welcome/index.html.erb within layouts/base (0.8ms)
Completed 200 OK in 14ms (Views: 6.1ms | ActiveRecord: 1.5ms)
Started GET "/account/register" for 10.2.201.10 at 2016-05-10 14:43:37 -0400
Processing by AccountController#register as HTML
  Current user: anonymous
  Rendered account/register.html.erb within layouts/base (13.5ms)
Completed 200 OK in 53ms (Views: 46.0ms | ActiveRecord: 3.2ms)
Started POST "/account/register" for 10.2.201.10 at 2016-05-10 14:44:16 -0400
Processing by AccountController#register as HTML
  Parameters: {"utf8"=>"✓", "authenticity_token"=>"UqLmqV5+TrndyomSFvqtvOa0oGT4FK4JnKdZoKiQnFZaWQuEv0mzk8hhSIjfVW8YriIuhMMOO3nlV184Fk+owQ==", "user"=>{"login"=>"jovalera", "password"=>"[FILTERED]", "password_confirmation"=>"[FILTERED]", "firstname"=>"Johen", "lastname"=>"Valera", "mail"=>"johenvalera@gmail.com", "language"=>"es"}, "pref"=>{"hide_mail"=>"1"}, "commit"=>"Aceptar"}
  Current user: anonymous
  Rendered mailer/account_activation_request.text.erb within layouts/mailer (0.7ms)
  Rendered mailer/account_activation_request.html.erb within layouts/mailer (0.7ms)
Redirected to http://10.97.16.103/login
Completed 302 Found in 631ms (ActiveRecord: 15.5ms)
Started GET "/login" for 10.2.201.10 at 2016-05-10 14:44:17 -0400
Processing by AccountController#login as HTML
  Current user: anonymous
  Rendered account/login.html.erb within layouts/base (1.9ms)
Completed 200 OK in 17ms (Views: 10.8ms | ActiveRecord: 2.4ms)
Started GET "/" for 10.2.201.10 at 2016-05-10 14:44:30 -0400
Processing by WelcomeController#index as HTML
  Current user: anonymous
  Rendered welcome/index.html.erb within layouts/base (1.3ms)
Completed 200 OK in 18ms (Views: 9.2ms | ActiveRecord: 3.1ms)
Started GET "/login" for 10.2.201.10 at 2016-05-10 14:44:39 -0400
Processing by AccountController#login as HTML
  Current user: anonymous
  Rendered account/login.html.erb within layouts/base (1.3ms)
Completed 200 OK in 13ms (Views: 8.8ms | ActiveRecord: 0.7ms)
Started POST "/login" for 10.2.201.10 at 2016-05-10 14:44:40 -0400
Processing by AccountController#login as HTML
  Parameters: {"utf8"=>"✓", "authenticity_token"=>"Zd6bCoQd70DA5ue1MhhDkux7Qb08LVS1gBsfp7ETQsNtJXYnZSoSatVNJq/7t4E2pO3PXQc3wcX56xk/D8x2VA==", "back_url"=>"http://10.97.16.103/", "username"=>"jovalera", "password"=>"[FILTERED]", "login"=>"Acceder »"}
  Current user: anonymous
Redirected to http://10.97.16.103/login
Completed 302 Found in 8ms (ActiveRecord: 2.8ms)
Started GET "/login" for 10.2.201.10 at 2016-05-10 14:44:41 -0400
Processing by AccountController#login as HTML
  Current user: anonymous
  Rendered account/login.html.erb within layouts/base (1.1ms)
Completed 200 OK in 11ms (Views: 7.9ms | ActiveRecord: 0.4ms)
Started GET "/admin" for 10.2.201.10 at 2016-05-10 14:47:48 -0400
Processing by AdminController#index as HTML
  Current user: admin (id=1)
  Rendered admin/_menu.html.erb (4.5ms)
  Rendered admin/index.html.erb within layouts/admin (5.0ms)
  Rendered layouts/base.html.erb (11.5ms)
Completed 200 OK in 64ms (Views: 16.8ms | ActiveRecord: 40.7ms)
Started GET "/users" for 10.2.201.10 at 2016-05-10 14:47:49 -0400
Processing by UsersController#index as HTML
  Current user: admin (id=1)
  Rendered users/index.html.erb within layouts/admin (10.5ms)
  Rendered admin/_menu.html.erb (4.5ms)
  Rendered layouts/base.html.erb (11.2ms)
Completed 200 OK in 113ms (Views: 26.5ms | ActiveRecord: 74.7ms)
Started GET "/trackers" for 10.2.201.10 at 2016-05-10 14:47:58 -0400
Processing by TrackersController#index as HTML
  Current user: admin (id=1)
  Rendered trackers/index.html.erb within layouts/admin (12.2ms)
  Rendered admin/_menu.html.erb (2.7ms)
  Rendered layouts/base.html.erb (7.8ms)
Completed 200 OK in 65ms (Views: 51.7ms | ActiveRecord: 8.8ms)
Started GET "/" for 10.2.201.10 at 2016-05-10 14:48:02 -0400
Processing by WelcomeController#index as HTML
  Current user: admin (id=1)
  Rendered welcome/index.html.erb within layouts/base (2.8ms)
Completed 200 OK in 68ms (Views: 11.7ms | ActiveRecord: 50.4ms)
Started GET "/admin" for 10.2.201.10 at 2016-05-10 14:48:06 -0400
Processing by AdminController#index as HTML
  Current user: admin (id=1)
  Rendered admin/_menu.html.erb (4.1ms)
  Rendered admin/index.html.erb within layouts/admin (4.7ms)
  Rendered layouts/base.html.erb (10.9ms)
Completed 200 OK in 30ms (Views: 15.8ms | ActiveRecord: 9.1ms)
Started GET "/users" for 10.2.201.10 at 2016-05-10 14:48:09 -0400
Processing by UsersController#index as HTML
  Current user: admin (id=1)
  Rendered users/index.html.erb within layouts/admin (8.7ms)
  Rendered admin/_menu.html.erb (4.1ms)
  Rendered layouts/base.html.erb (8.4ms)
Completed 200 OK in 258ms (Views: 22.2ms | ActiveRecord: 223.6ms)
Started GET "/settings" for 10.2.201.10 at 2016-05-10 14:48:24 -0400
Processing by SettingsController#index as HTML
  Current user: admin (id=1)
  Rendered settings/_general.html.erb (7.6ms)
  Rendered settings/_display.html.erb (10.0ms)
  Rendered settings/_authentication.html.erb (9.5ms)
  Rendered settings/_api.html.erb (2.6ms)
  Rendered settings/_projects.html.erb (10.8ms)
  Rendered queries/_columns.html.erb (5.2ms)
  Rendered settings/_issues.html.erb (46.8ms)
  Rendered settings/_attachments.html.erb (6.9ms)
  Rendered settings/_notifications.html.erb (2.0ms)
  Rendered settings/_mail_handler.html.erb (6.9ms)
  Rendered settings/_repositories.html.erb (126.4ms)
  Rendered common/_tabs.html.erb (276.6ms)
  Rendered settings/edit.html.erb within layouts/admin (281.5ms)
  Rendered admin/_menu.html.erb (2.6ms)
  Rendered layouts/base.html.erb (8.0ms)
Completed 200 OK in 327ms (Views: 293.7ms | ActiveRecord: 25.1ms)
Started GET "/users" for 10.2.201.10 at 2016-05-10 14:48:38 -0400
Processing by UsersController#index as HTML
  Current user: admin (id=1)
  Rendered users/index.html.erb within layouts/admin (8.3ms)
  Rendered admin/_menu.html.erb (4.2ms)
  Rendered layouts/base.html.erb (8.8ms)
Completed 200 OK in 41ms (Views: 21.9ms | ActiveRecord: 8.2ms)
Started GET "/users/new" for 10.2.201.10 at 2016-05-10 14:48:42 -0400
Processing by UsersController#new as HTML
  Current user: admin (id=1)
  Rendered users/_mail_notifications.html.erb (6.7ms)
  Rendered users/_preferences.html.erb (437.4ms)
  Rendered users/_form.html.erb (461.4ms)
  Rendered users/new.html.erb within layouts/admin (467.0ms)
  Rendered admin/_menu.html.erb (2.6ms)
  Rendered layouts/base.html.erb (7.6ms)
Completed 200 OK in 521ms (Views: 505.9ms | ActiveRecord: 9.8ms)
Started GET "/users?utf8=%E2%9C%93&status=&group_id=&name=" for 10.2.201.10 at 2016-05-10 14:48:50 -0400
Processing by UsersController#index as HTML
  Parameters: {"utf8"=>"✓", "status"=>"", "group_id"=>"", "name"=>""}
  Current user: admin (id=1)
  Rendered users/index.html.erb within layouts/admin (8.1ms)
  Rendered admin/_menu.html.erb (2.9ms)
  Rendered layouts/base.html.erb (18.0ms)
Completed 200 OK in 49ms (Views: 29.6ms | ActiveRecord: 9.3ms)
Started PUT "/users/5?status=&user%5Bstatus%5D=1" for 10.2.201.10 at 2016-05-10 14:48:56 -0400
Processing by UsersController#update as HTML
  Parameters: {"authenticity_token"=>"LkzQFBdB8a8fgskiSDWkSbkgRV18x8viW320DDpH+rrAPLpDnCQBBtRGxGN74wLhWg+vSAWRC7t98Z1N6DKrHg==", "status"=>"", "user"=>{"status"=>"1"}, "id"=>"5"}
  Current user: admin (id=1)
  Rendered mailer/account_activated.text.erb within layouts/mailer (0.8ms)
  Rendered mailer/account_activated.html.erb within layouts/mailer (0.7ms)
Redirected to http://10.97.16.103/users?utf8=%E2%9C%93&status=&group_id=&name=
Completed 302 Found in 74ms (ActiveRecord: 17.1ms)
Started GET "/users?utf8=%E2%9C%93&status=&group_id=&name=" for 10.2.201.10 at 2016-05-10 14:48:57 -0400
Processing by UsersController#index as HTML
  Parameters: {"utf8"=>"✓", "status"=>"", "group_id"=>"", "name"=>""}
  Current user: admin (id=1)
  Rendered users/index.html.erb within layouts/admin (12.8ms)
  Rendered admin/_menu.html.erb (3.3ms)
  Rendered layouts/base.html.erb (7.0ms)
Completed 200 OK in 131ms (Views: 23.3ms | ActiveRecord: 97.4ms)
Started PUT "/users/5?status=&user%5Bstatus%5D=1" for 10.2.201.10 at 2016-05-10 14:48:58 -0400
Processing by UsersController#update as HTML
  Parameters: {"authenticity_token"=>"LkzQFBdB8a8fgskiSDWkSbkgRV18x8viW320DDpH+rrAPLpDnCQBBtRGxGN74wLhWg+vSAWRC7t98Z1N6DKrHg==", "status"=>"", "user"=>{"status"=>"1"}, "id"=>"5"}
  Current user: admin (id=1)
Redirected to http://10.97.16.103/users?utf8=%E2%9C%93&status=&group_id=&name=
Completed 302 Found in 24ms (ActiveRecord: 7.8ms)
Started GET "/users?utf8=%E2%9C%93&status=&group_id=&name=" for 10.2.201.10 at 2016-05-10 14:48:59 -0400
Processing by UsersController#index as HTML
  Parameters: {"utf8"=>"✓", "status"=>"", "group_id"=>"", "name"=>""}
  Current user: admin (id=1)
  Rendered users/index.html.erb within layouts/admin (12.5ms)
  Rendered admin/_menu.html.erb (4.2ms)
  Rendered layouts/base.html.erb (9.9ms)
Completed 200 OK in 46ms (Views: 27.4ms | ActiveRecord: 8.1ms)
Started GET "/users/5/edit" for 10.2.201.10 at 2016-05-10 14:48:59 -0400
Processing by UsersController#edit as HTML
  Parameters: {"id"=>"5"}
  Current user: admin (id=1)
  Rendered users/_mail_notifications.html.erb (10.5ms)
  Rendered users/_preferences.html.erb (7.8ms)
  Rendered users/_form.html.erb (29.3ms)
  Rendered users/_general.html.erb (32.0ms)
  Rendered principal_memberships/_index.html.erb (7.3ms)
  Rendered users/_memberships.html.erb (39.2ms)
  Rendered common/_tabs.html.erb (110.6ms)
  Rendered users/edit.html.erb within layouts/admin (117.9ms)
  Rendered admin/_menu.html.erb (3.1ms)
  Rendered layouts/base.html.erb (7.6ms)
Completed 200 OK in 262ms (Views: 240.1ms | ActiveRecord: 11.8ms)
Started GET "/users?utf8=%E2%9C%93&status=&group_id=&name=" for 10.2.201.10 at 2016-05-10 14:49:17 -0400
Processing by UsersController#index as HTML
